Gene	Gene_ID	index
C9orf140	ENSG00000186193	11591
p42.3	ENSG00000186193	11591
SARA1	ENSG00000079332	11592
Sara	ENSG00000079332	11592
SARA2	ENSG00000152700	11593
DMGDHL1	ENSG00000123453	11594
SDH	ENSG00000123453	11594
SARM	ENSG00000004139	11595
SAMD2	ENSG00000004139	11595
KIAA0524	ENSG00000004139	11595
THO1	ENSG00000205323	11596
Hcc-1	ENSG00000205323	11596
CIP29	ENSG00000205323	11596
SERS	ENSG00000031698	11597
SARSM	ENSG00000104835	11598
FLJ20450	ENSG00000104835	11598
mtSerRS	ENSG00000104835	11598
SerRSmt	ENSG00000104835	11598
SYS	ENSG00000104835	11598
Ara1	ENSG00000175467	11599
Snu66	ENSG00000175467	11599
SNRNP110	ENSG00000175467	11599
HAF	ENSG00000175467	11599
KIAA0156	ENSG00000075856	11600
RP11-13G14	ENSG00000075856	11600
TIP110	ENSG00000075856	11600
p110	ENSG00000075856	11600
KIAA0790	ENSG00000111961	11601
dJ323M4.1	ENSG00000111961	11601
SH3D6A	ENSG00000111961	11601
CXorf9	ENSG00000122122	11602
SLY	ENSG00000122122	11602
753P9	ENSG00000122122	11602
SH3D6C	ENSG00000122122	11602
HACS2	ENSG00000122122	11602
DKFZp761A078	ENSG00000156876	11603
SAS-6	ENSG00000156876	11603
FLJ22097	ENSG00000156876	11603
SAS6	ENSG00000156876	11603
SAT	ENSG00000130066	11604
SSAT	ENSG00000130066	11604
SSAT2	ENSG00000141504	11605
KIAA1034	ENSG00000119042	11606
FLJ21474	ENSG00000119042	11606
WW45	ENSG00000151748	11607
WWP4	ENSG00000151748	11607
salvador	ENSG00000151748	11607
C6orf64	ENSG00000112167	11608
FLJ11101	ENSG00000112167	11608
CGI-97	ENSG00000126524	11609
FLJ10917	ENSG00000126524	11609
SWDS	ENSG00000126524	11609
MTMR5	ENSG00000100241	11610
DENND7A	ENSG00000100241	11610
CMT4B2	ENSG00000133812	11611
KIAA1766	ENSG00000133812	11611
MTMR13	ENSG00000133812	11611
DENND7B	ENSG00000133812	11611
Sbk	ENSG00000188322	11612
SGK069	ENSG00000187550	11613
SgK110	ENSG00000231274	11614
FLJ10701	ENSG00000139697	11615
FLJ10833	ENSG00000139697	11615
Sno	ENSG00000139697	11615
KIAA0963	ENSG00000064932	11616
FLJ00173	ENSG00000064932	11616
Stno	ENSG00000064932	11616
UNQ698	ENSG00000189001	11617
HLAR698	ENSG00000189001	11617
C8orf84	ENSG00000164764	11618
RPESP	ENSG00000164764	11618
SC5DL	ENSG00000109929	11619
SR-A1	ENSG00000126461	11620
FLJ00034	ENSG00000126461	11620
SFRS15	ENSG00000156304	11621
KIAA1172	ENSG00000156304	11621
DKFZp434E098	ENSG00000156304	11621
SRA4	ENSG00000156304	11621
RBM16	ENSG00000213079	11622
KIAA1116	ENSG00000213079	11622
SFRS2IP	ENSG00000139218	11623
SRSF2IP	ENSG00000139218	11623
SRRP129	ENSG00000139218	11623
CASP11	ENSG00000139218	11623
C9orf126	ENSG00000173611	11624
FLJ36664	ENSG00000173611	11624
NET40	ENSG00000173611	11624
SCAMP37	ENSG00000085365	11625
C1orf3	ENSG00000116521	11626
FLJ33847	ENSG00000227500	11627
MGC24969	ENSG00000198794	11628
SDP1	ENSG00000171222	11629
RAZ1	ENSG00000171222	11629
KIAA0199	ENSG00000114650	11630
ZNF291	ENSG00000140386	11631
Zfp291	ENSG00000140386	11631
CSR1	ENSG00000168077	11632
CSR	ENSG00000168077	11632
MSLR1	ENSG00000168077	11632
MSRL1	ENSG00000168077	11632
FLJ23907	ENSG00000168079	11633
MGC45780	ENSG00000168079	11633
NET33	ENSG00000168079	11633
CD36L1	ENSG00000073060	11634
SRB1	ENSG00000073060	11634
CLA-1	ENSG00000073060	11634
CLA1	ENSG00000073060	11634
SR-BI	ENSG00000073060	11634
CD36L2	ENSG00000138760	11635
HLGP85	ENSG00000138760	11635
LIMPII	ENSG00000138760	11635
SR-BII	ENSG00000138760	11635
LIMP-2	ENSG00000138760	11635
SREC	ENSG00000074660	11636
KIAA0149	ENSG00000074660	11636
SREC1	ENSG00000074660	11636
SREC-II	ENSG00000244486	11637
SREC2	ENSG00000244486	11637
HUMZD58C02	ENSG00000244486	11637
CGI-49	ENSG00000143653	11638
NET11	ENSG00000143653	11638
SCDOS	ENSG00000099194	11639
FADS5	ENSG00000099194	11639
SCD4	ENSG00000145284	11640
ACOD4	ENSG00000145284	11640
FLJ21032	ENSG00000145284	11640
FADS4	ENSG00000145284	11640
HSCD5	ENSG00000145284	11640
FLJ21667	ENSG00000136155	11641
MGC22531	ENSG00000136155	11641
C14orf163	ENSG00000092108	11642
RA410	ENSG00000092108	11642
KIAA0917	ENSG00000092108	11642
STXBP1L2	ENSG00000092108	11642
SLY1	ENSG00000092108	11642
STXBP1L1	ENSG00000184178	11643
FLJ39514	ENSG00000184178	11643
CHGC	ENSG00000171951	11644
SgII	ENSG00000171951	11644
SN	ENSG00000171951	11644
SgIII	ENSG00000104112	11645
FLJ90833	ENSG00000104112	11645
SGNE1	ENSG00000166922	11646
7B2	ENSG00000166922	11646
SgV	ENSG00000166922	11646
UGB	ENSG00000149021	11647
CC10	ENSG00000149021	11647
CCSP	ENSG00000149021	11647
CC16	ENSG00000149021	11647
RYD5	ENSG00000188076	11648
LPHA	ENSG00000168515	11649
MGC71958	ENSG00000168515	11649
LPHB	ENSG00000124935	11650
LIPB	ENSG00000124935	11650
IIS	ENSG00000197745	11651
MGB2	ENSG00000124939	11652
UGB3	ENSG00000124939	11652
LPHC	ENSG00000124939	11652
MGC71973	ENSG00000124939	11652
MGB1	ENSG00000110484	11653
UGB2	ENSG00000110484	11653
MGC71974	ENSG00000110484	11653
SCGBL	ENSG00000205209	11654
SCGB4A2	ENSG00000205209	11654
UGRP2	ENSG00000161055	11655
HIN-1	ENSG00000161055	11655
HIN1	ENSG00000161055	11655
LU105	ENSG00000161055	11655
PnSP-2	ENSG00000161055	11655
UGRP1	ENSG00000164265	11656
LU103	ENSG00000164265	11656
PNSP1	ENSG00000164265	11656
SECRET	ENSG00000079689	11657
DJ501N12.8	ENSG00000079689	11657
SEGN	ENSG00000079689	11657
CALBL	ENSG00000079689	11657
SCHIP-1	ENSG00000151967	11658
C17orf87	ENSG00000161929	11659
DTFT5783	ENSG00000161929	11659
UNQ5783	ENSG00000161929	11659
FLJ32580	ENSG00000161929	11659
MGC163426	ENSG00000161929	11659
MGC163428	ENSG00000161929	11659
KIAA1905	ENSG00000006747	11660
hCAP-1A	ENSG00000151466	11661
FLJ30655	ENSG00000151466	11661
Scml3	ENSG00000010803	11663
dJ47M23.1	ENSG00000146285	11664
SCN1	ENSG00000144285	11665
FEB3	ENSG00000144285	11665
Nav1.1	ENSG00000144285	11665
GEFSP2	ENSG00000144285	11665
HBSCI	ENSG00000144285	11665
SMEI	ENSG00000144285	11665
SCN2A1	ENSG00000136531	11666
SCN2A2	ENSG00000136531	11666
Nav1.2	ENSG00000136531	11666
HBSCII	ENSG00000136531	11666
Nav1.3	ENSG00000153253	11667
HSA243396	ENSG00000166257	11668
HYKPP	ENSG00000007314	11669
Nav1.4	ENSG00000007314	11669
HYPP	ENSG00000007314	11669
SkM1	ENSG00000007314	11669
LQT10	ENSG00000177098	11670
CMD1E	ENSG00000183873	11671
Nav1.5	ENSG00000183873	11671
LQT3	ENSG00000183873	11671
HB1	ENSG00000183873	11671
HBBD	ENSG00000183873	11671
PFHB1	ENSG00000183873	11671
IVF	ENSG00000183873	11671
HB2	ENSG00000183873	11671
HH1	ENSG00000183873	11671
SSS1	ENSG00000183873	11671
CDCD2	ENSG00000183873	11671
CMPD2	ENSG00000183873	11671
ICCD	ENSG00000183873	11671
SCN6A	ENSG00000136546	11672
Nav2.1	ENSG00000136546	11672
Nav2.2	ENSG00000136546	11672
NaG	ENSG00000136546	11672
Nav1.6	ENSG00000196876	11673
NaCh6	ENSG00000196876	11673
PN4	ENSG00000196876	11673
CerIII	ENSG00000196876	11673
CIAT	ENSG00000196876	11673
Nav1.7	ENSG00000169432	11674
PN1	ENSG00000169432	11674
NE-NA	ENSG00000169432	11674
NENA	ENSG00000169432	11674
ETHA	ENSG00000169432	11674
Nav1.8	ENSG00000185313	11675
hPN3	ENSG00000185313	11675
SNS	ENSG00000185313	11675
PN3	ENSG00000185313	11675
SCN12A	ENSG00000168356	11676
Nav1.9	ENSG00000168356	11676
NaN	ENSG00000168356	11676
SNS-2	ENSG00000168356	11676
MGC3180	ENSG00000163156	11677
SCNN1	ENSG00000111319	11678
ENaCalpha	ENSG00000111319	11678
ENaCbeta	ENSG00000168447	11679
ENaCdelta	ENSG00000162572	11680
dNaCh	ENSG00000162572	11680
ENaCgamma	ENSG00000166828	11681
SCNEG	ENSG00000166828	11681
SCOD1	ENSG00000133028	11682
MYP6	ENSG00000130489	11683
SCO1L	ENSG00000130489	11683
HRIHFB2072	ENSG00000153130	11684
SCOCO	ENSG00000153130	11684
UNC-69	ENSG00000153130	11684
C20orf79	ENSG00000132631	11685
dJ1068E13.2	ENSG00000132631	11685
HSD22	ENSG00000132631	11685
RISC	ENSG00000121064	11686
SCRG-1	ENSG00000164106	11687
KIAA0147	ENSG00000180900	11688
SCRB1	ENSG00000180900	11688
Vartul	ENSG00000180900	11688
KIAA0193	ENSG00000136193	11689
FLJ23142	ENSG00000144306	11690
DKFZp547F072	ENSG00000170616	11691
ZNF898	ENSG00000170616	11691
ZNF898B	ENSG00000215397	11692
Cegf1	ENSG00000175356	11693
Cegb1	ENSG00000175356	11693
FLJ16792	ENSG00000175356	11693
CEGF3	ENSG00000146197	11694
FLJ34743	ENSG00000146197	11694
NTKL	ENSG00000142186	11695
HT019	ENSG00000142186	11695
P105	ENSG00000142186	11695
GKLP	ENSG00000142186	11695
NKTL	ENSG00000142186	11695
TAPK	ENSG00000142186	11695
TEIF	ENSG00000142186	11695
MGC78454	ENSG00000142186	11695
KIAA1360	ENSG00000136021	11696
CVAK104	ENSG00000136021	11696
PACE-1	ENSG00000000457	11697
PACE1	ENSG00000000457	11697
FLJ10498	ENSG00000198301	11698
SDC	ENSG00000115884	11699
CD138	ENSG00000115884	11699
syndecan	ENSG00000115884	11699
SYND1	ENSG00000115884	11699
HSPG	ENSG00000169439	11700
HSPG1	ENSG00000169439	11700
fibroglycan	ENSG00000169439	11700
SYND2	ENSG00000169439	11700
CD362	ENSG00000169439	11700
N-syndecan	ENSG00000162512	11701
SYND3	ENSG00000162512	11701
SYND4	ENSG00000124145	11702
amphiglycan	ENSG00000124145	11702
ryudocan	ENSG00000124145	11702
SYCL	ENSG00000137575	11703
MDA-9	ENSG00000137575	11703
ST-2	ENSG00000125775	11704
SITAC18	ENSG00000125775	11704
NY-CO-8	ENSG00000054282	11705
CCCAP	ENSG00000054282	11705
SLSN7	ENSG00000054282	11705
NPHP10	ENSG00000054282	11705
BBS16	ENSG00000054282	11705
C1orf55	ENSG00000143751	11706
FLJ35382	ENSG00000143751	11706
AP000553.C22.4	ENSG00000128228	11707
OTTHUMT00000075032	ENSG00000128228	11707
Cab45	ENSG00000078808	11708
SDH2	ENSG00000073578	11709
SDHF	ENSG00000073578	11709
LYRM8	ENSG00000205138	11710
PGL2	ENSG00000167985	11711
C11orf79	ENSG00000167985	11711
FLJ20487	ENSG00000167985	11711
SDH5	ENSG00000167985	11711
SDH1	ENSG00000117118	11712
PGL3	ENSG00000143252	11713
CYB560	ENSG00000143252	11713
cybL	ENSG00000143252	11713
PGL	ENSG00000204370	11714
PGL1	ENSG00000204370	11714
cybS	ENSG00000204370	11714
FLJ31425	ENSG00000146555	11715
FLJ10832	ENSG00000069188	11716
KIAA1514	ENSG00000069188	11716
SDR-O	ENSG00000170426	11717
RDHS	ENSG00000170426	11717
RDHE2	ENSG00000170786	11718
RDH-E2	ENSG00000170786	11718
EPHD-2	ENSG00000170786	11718
C14orf124	ENSG00000100445	11719
HCDI	ENSG00000100445	11719
HSPC105	ENSG00000184860	11720
SDS-RS1	ENSG00000139410	11722
cSDH	ENSG00000139410	11722
SEC11L1	ENSG00000140612	11723
SPC18	ENSG00000140612	11723
sid2895	ENSG00000140612	11723
SPCS4A	ENSG00000140612	11723
SEC11L3	ENSG00000166562	11724
SPC21	ENSG00000166562	11724
SPCS4C	ENSG00000166562	11724
D3S1231E	ENSG00000157020	11725
SEC13L1	ENSG00000157020	11725
SEC13R	ENSG00000157020	11725
npp-20	ENSG00000157020	11725
SEC14L	ENSG00000129657	11726
PRELID4A	ENSG00000129657	11726
C22orf6	ENSG00000100003	11727
SPF	ENSG00000100003	11727
KIAA1186	ENSG00000100003	11727
TAP3	ENSG00000133488	11729
dJ130H16.5	ENSG00000133488	11729
KIAA0420	ENSG00000103184	11730
PRELID4B	ENSG00000103184	11730
KIAA0310	ENSG00000148396	11731
p250	ENSG00000148396	11731
Sec16L	ENSG00000148396	11731
LZTR2	ENSG00000120341	11732
RGPR	ENSG00000120341	11732
PGPR-p117	ENSG00000120341	11732
Sec16S	ENSG00000120341	11732
SEC22L2	ENSG00000121542	11733
SEC22L1	ENSG00000223380	11734
sec22b	ENSG00000223380	11734
ERS-24	ENSG00000223380	11734
SEC22L3	ENSG00000093183	11735
MGC13261	ENSG00000093183	11735
MGC5373	ENSG00000093183	11735
CDAN2	ENSG00000101310	11736
CDA-II	ENSG00000101310	11736
CDAII	ENSG00000101310	11736
HEMPAS	ENSG00000101310	11736
p125	ENSG00000107651	11737
KIAA0079	ENSG00000176986	11738
KIAA0755	ENSG00000150961	11739
SEC31L1	ENSG00000138674	11740
KIAA0905	ENSG00000138674	11740
ABP125	ENSG00000138674	11740
ABP130	ENSG00000138674	11740
SEC31L2	ENSG00000075826	11741
SEC31B-1	ENSG00000075826	11741
DKFZP434M183	ENSG00000075826	11741
FLJ10578	ENSG00000065665	11742
TLOC1	ENSG00000008952	11744
Dtrp1	ENSG00000008952	11744
HTP1	ENSG00000008952	11744
SEC63L	ENSG00000025796	11745
PRO2507	ENSG00000025796	11745
ERdj2	ENSG00000025796	11745
DNAJC23	ENSG00000025796	11745
SBP2	ENSG00000187742	11746
KIAA0256	ENSG00000138593	11747
SEH1A	ENSG00000085415	11749
SEH1B	ENSG00000085415	11749
Seh1	ENSG00000085415	11749
SEC13L	ENSG00000085415	11749
IBD2	ENSG00000071537	11750
SEL1L1	ENSG00000071537	11750
C20orf50	ENSG00000101251	11751
DKFZp434C1826	ENSG00000101251	11751
KIAA0746	ENSG00000091490	11752
ELAM1	ENSG00000007908	11753
ELAM	ENSG00000007908	11753
ESEL	ENSG00000007908	11753
CD62E	ENSG00000007908	11753
hSP56	ENSG00000143416	11754
hSBP	ENSG00000143416	11754
LPSB	ENSG00000143416	11754
LYAM1	ENSG00000188404	11755
LNHR	ENSG00000188404	11755
LSEL	ENSG00000188404	11755
LAM1	ENSG00000188404	11755
LAM-1	ENSG00000188404	11755
hLHRc	ENSG00000188404	11755
Leu-8	ENSG00000188404	11755
Lyam-1	ENSG00000188404	11755
PLNHR	ENSG00000188404	11755
CD62L	ENSG00000188404	11755
GRMP	ENSG00000174175	11756
CD62	ENSG00000174175	11756
PSEL	ENSG00000174175	11756
PADGEM	ENSG00000174175	11756
GMP140	ENSG00000174175	11756
CD62P	ENSG00000174175	11756
PSGL-1	ENSG00000110876	11757
CD162	ENSG00000110876	11757
SEMAD	ENSG00000075213	11758
SEMA1	ENSG00000075213	11758
SemD	ENSG00000075213	11758
coll-1	ENSG00000075213	11758
Hsema-I	ENSG00000075213	11758
SEMAA	ENSG00000012171	11759
SemA	ENSG00000012171	11759
semaV	ENSG00000012171	11759
LUCA-1	ENSG00000012171	11759
sema5	ENSG00000012171	11759
SEMAE	ENSG00000075223	11760
SemE	ENSG00000075223	11760
coll-2	ENSG00000153993	11761
Sema-Z2	ENSG00000153993	11761
SEMAH	ENSG00000170381	11762
M-SemaK	ENSG00000170381	11762
KIAA0331	ENSG00000170381	11762
coll-5	ENSG00000170381	11762
SEMAK	ENSG00000001617	11763
Sema4	ENSG00000001617	11763
FLJ00014	ENSG00000010319	11764
sem2	ENSG00000010319	11764
SEMAB	ENSG00000196189	11765
SemB	ENSG00000196189	11765
FLJ12287	ENSG00000196189	11765
CORD10	ENSG00000196189	11765
SEMAC	ENSG00000185033	11766
SemC	ENSG00000185033	11766
KIAA1745	ENSG00000185033	11766
MGC131831	ENSG00000185033	11766
SEMAI	ENSG00000168758	11767
Semacl1	ENSG00000168758	11767
Semaf	ENSG00000168758	11767
SEMAJ	ENSG00000187764	11768
C9orf164	ENSG00000187764	11768
CD100	ENSG00000187764	11768
coll-4	ENSG00000187764	11768
FLJ39737	ENSG00000187764	11768
SEMAM	ENSG00000135622	11769
SEMAW	ENSG00000135622	11769
FLJ20590	ENSG00000095539	11770
KIAA1619	ENSG00000095539	11770
SEMAF	ENSG00000112902	11771
semF	ENSG00000112902	11771
SEMAG	ENSG00000082684	11772
SemG	ENSG00000082684	11772
KIAA1445	ENSG00000082684	11772
FLJ10372	ENSG00000082684	11772
SEMAQ	ENSG00000092421	11773
KIAA1368	ENSG00000092421	11773
SEMA6A1	ENSG00000092421	11773
SEMA	ENSG00000092421	11773
HT018	ENSG00000092421	11773
SEMAN	ENSG00000167680	11774
semaZ	ENSG00000167680	11774
SEMA-VIB	ENSG00000167680	11774
SEM-SEMA-Y	ENSG00000167680	11774
KIAA1869	ENSG00000143434	11775
KIAA1479	ENSG00000137872	11776
FLJ11598	ENSG00000137872	11776
SEMAL	ENSG00000138623	11777
H-Sema-L	ENSG00000138623	11777
CD108	ENSG00000138623	11777
SEMG	ENSG00000124233	11778
CT103	ENSG00000124233	11778
SGII	ENSG00000124157	11779
SMT3IP2	ENSG00000163904	11780
KIAA1331	ENSG00000163904	11780
DKFZp762A2316	ENSG00000163904	11780
AXAM2	ENSG00000163904	11780
DKFZP586K0919	ENSG00000161956	11781
SSP3	ENSG00000161956	11781
DKFZp762A152	ENSG00000161956	11781
SMT3IP1	ENSG00000161956	11781
Ulp1	ENSG00000161956	11781
MGC27076	ENSG00000119231	11782
SUSP1	ENSG00000112701	11783
KIAA0797	ENSG00000112701	11783
PRSC2	ENSG00000166192	11784
NEDP1	ENSG00000166192	11784
DEN1	ENSG00000166192	11784
HsT17512	ENSG00000166192	11784
SPS	ENSG00000086475	11785
SPS1	ENSG00000086475	11785
SPS2	ENSG00000179918	11786
SPS2b	ENSG00000179918	11786
SLA/LP	ENSG00000109618	11787
DIFF6	ENSG00000180096	11788
PNUTL3	ENSG00000180096	11788
NEDD5	ENSG00000168385	11789
KIAA0158	ENSG00000168385	11789
hNedd5	ENSG00000168385	11789
Pnutl3	ENSG00000168385	11789
SEP3	ENSG00000100167	11790
PNUTL2	ENSG00000108387	11791
CE5B3	ENSG00000108387	11791
hucep-7	ENSG00000108387	11791
ARTS	ENSG00000108387	11791
hCDCREL-2	ENSG00000108387	11791
MART	ENSG00000108387	11791
PNUTL1	ENSG00000184702	11792
HCDCREL-1	ENSG00000184702	11792
KIAA0128	ENSG00000125354	11793
SEP2	ENSG00000125354	11793
MGC16619	ENSG00000125354	11793
MGC20339	ENSG00000125354	11793
CDC10	ENSG00000122545	11794
CDC3	ENSG00000122545	11794
SEPT7A	ENSG00000122545	11794
KIAA0202	ENSG00000164402	11795
MSF1	ENSG00000184640	11796
KIAA0991	ENSG00000184640	11796
PNUTL4	ENSG00000184640	11796
AF17q25	ENSG00000184640	11796
SeptD1	ENSG00000184640	11796
FLJ11619	ENSG00000186522	11797
FLJ10849	ENSG00000138758	11798
FLJ25410	ENSG00000140623	11799
FLJ44060	ENSG00000154997	11800
FLJ14917	ENSG00000122335	11801
PAI-RBP1	ENSG00000142864	11802
DKFZP564M2423	ENSG00000142864	11802
CGI-55	ENSG00000142864	11802
HABP4L	ENSG00000142864	11802
PAIRBP1	ENSG00000142864	11802
CHD3IP	ENSG00000142864	11802
SERF1	ENSG00000172058	11803
H4F5	ENSG00000172058	11803
4F5	ENSG00000172058	11803
FAM2A	ENSG00000172058	11803
SMAM1	ENSG00000172058	11803
FAM2B	ENSG00000205572	11804
H4F5C	ENSG00000205572	11804
H4F5rel	ENSG00000140264	11805
4F5REL	ENSG00000140264	11805
FAM2C	ENSG00000140264	11805
HsT17089	ENSG00000140264	11805
DelGEF	ENSG00000129158	11806
Gnefr	ENSG00000129158	11806
TDE2	ENSG00000111897	11807
TMS-2	ENSG00000111897	11807
TDE1L	ENSG00000111897	11807
KIAA1253	ENSG00000111897	11807
TDE2L	ENSG00000168528	11808
FKSG84	ENSG00000168528	11808
PRO0899	ENSG00000168528	11808
TDE1	ENSG00000132824	11809
DIFF33	ENSG00000132824	11809
TDE	ENSG00000132824	11809
SBBI99	ENSG00000132824	11809
AIGP1	ENSG00000132824	11809
FLJ40363	ENSG00000184716	11810
C5orf12	ENSG00000164300	11811
TPO1	ENSG00000164300	11811
RAMP4	ENSG00000120742	11812
FLJ43424	ENSG00000120742	11812
C13orf21	ENSG00000151778	11813
bA269C23.1	ENSG00000151778	11813
PI	ENSG00000197249	11814
AAT	ENSG00000197249	11814
A1A	ENSG00000197249	11814
PI1	ENSG00000197249	11814
alpha-1-antitrypsin	ENSG00000197249	11814
A1AT	ENSG00000197249	11814
alpha1AT	ENSG00000197249	11814
AACT	ENSG00000196136	11815
PI4	ENSG00000100665	11816
KST	ENSG00000100665	11816
KAL	ENSG00000100665	11816
KLST	ENSG00000100665	11816
kallistatin	ENSG00000100665	11816
PLANH3	ENSG00000188488	11817
PCI	ENSG00000188488	11817
PAI3	ENSG00000188488	11817
PROCI	ENSG00000188488	11817
CBG	ENSG00000170099	11818
TBG	ENSG00000123561	11819
CENTERIN	ENSG00000170054	11820
SERPINA11b	ENSG00000170054	11820
GCET1	ENSG00000170054	11820
PZI	ENSG00000140093	11821
ZPI	ENSG00000140093	11821
OL-64	ENSG00000165953	11822
Vaspin	ENSG00000165953	11822
ELANH2	ENSG00000021355	11823
EI	ENSG00000021355	11823
PI2	ENSG00000021355	11823
anti-elastase	ENSG00000021355	11823
PLANH2	ENSG00000197632	11824
PAI2	ENSG00000197632	11824
HsT1201	ENSG00000197632	11824
SCC	ENSG00000057149	11825
SCCA1	ENSG00000057149	11825
T4-A	ENSG00000057149	11825
HsT1196	ENSG00000057149	11825
SCCA2	ENSG00000206073	11826
PI11	ENSG00000206073	11826
LEUPIN	ENSG00000206073	11826
SCCA-2	ENSG00000206073	11826
PI5	ENSG00000206075	11827
maspin	ENSG00000206075	11827
PI6	ENSG00000124570	11828
DFNB91	ENSG00000124570	11828
PTI	ENSG00000124570	11828
MEGSIN	ENSG00000166396	11829
PI8	ENSG00000166401	11830
PI9	ENSG00000170542	11831
CAP3	ENSG00000170542	11831
PI10	ENSG00000242550	11832
bomapin	ENSG00000242550	11832
EPIPIN	ENSG00000206072	11833
YUKOPIN	ENSG00000166634	11834
PI13	ENSG00000197641	11835
HUR7	ENSG00000197641	11835
hurpin	ENSG00000197641	11835
headpin	ENSG00000197641	11835
AT3	ENSG00000117601	11836
ATIII	ENSG00000117601	11836
MGC22579	ENSG00000117601	11836
HCF2	ENSG00000099937	11837
HC-II	ENSG00000099937	11837
HLS2	ENSG00000099937	11837
D22S673	ENSG00000099937	11837
PLANH1	ENSG00000106366	11838
PAI1	ENSG00000106366	11838
PAI	ENSG00000106366	11838
PI7	ENSG00000135919	11839
PNI	ENSG00000135919	11839
nexin	ENSG00000135919	11839
PEDF	ENSG00000132386	11840
EPC-1	ENSG00000132386	11840
PIG35	ENSG00000132386	11840
PLI	ENSG00000167711	11841
API	ENSG00000167711	11841
ALPHA-2-PI	ENSG00000167711	11841
A2AP	ENSG00000167711	11841
AAP	ENSG00000167711	11841
C1NH	ENSG00000149131	11842
C1IN	ENSG00000149131	11842
C1-INH	ENSG00000149131	11842
HAE1	ENSG00000149131	11842
HAE2	ENSG00000149131	11842
C1INH	ENSG00000149131	11842
CBP1	ENSG00000149257	11843
CBP2	ENSG00000149257	11843
SERPINH2	ENSG00000149257	11843
HSP47	ENSG00000149257	11843
colligen	ENSG00000149257	11843
PI12	ENSG00000163536	11844
PI14	ENSG00000114204	11845
PANCPIN	ENSG00000114204	11845
TSA2004	ENSG00000114204	11845
MEPI	ENSG00000114204	11845
pancpin	ENSG00000114204	11845
SEI1	ENSG00000197019	11846
TRIP-Br1	ENSG00000197019	11846
TRIP-Br2	ENSG00000179833	11847
KIAA0127	ENSG00000179833	11847
Sei-2	ENSG00000179833	11847
RBT1	ENSG00000167565	11848
DJ667H12.2	ENSG00000082497	11849
C13orf36	ENSG00000180440	11850
SEST1	ENSG00000080546	11851
PA26	ENSG00000080546	11851
SES2	ENSG00000130766	11852
DKFZp761M0212	ENSG00000130766	11852
HI95	ENSG00000130766	11852
SEST2	ENSG00000130766	11852
SEST3	ENSG00000149212	11853
MGC29667	ENSG00000149212	11853
DKFZp434O0515	ENSG00000187231	11854
Solo	ENSG00000187231	11854
PHAPII	ENSG00000119335	11855
2PP2A	ENSG00000119335	11855
IPP2A2	ENSG00000119335	11855
TAF-IBETA	ENSG00000119335	11855
IGAAD	ENSG00000119335	11855
TAF-I	ENSG00000119335	11855
SEB	ENSG00000152217	11856
KIAA0437	ENSG00000152217	11856
KIAA0339	ENSG00000099381	11857
Set1	ENSG00000099381	11857
KMT2F	ENSG00000099381	11857
KIAA1076	ENSG00000139718	11858
Set1B	ENSG00000139718	11858
KMT2G	ENSG00000139718	11858
HYPB	ENSG00000181555	11859
HIF-1	ENSG00000181555	11859
KIAA1732	ENSG00000181555	11859
FLJ23184	ENSG00000181555	11859
KMT3A	ENSG00000181555	11859
C14orf154	ENSG00000183576	11860
FLJ23027	ENSG00000183576	11860
C21orf27	ENSG00000185917	11861
C21orf18	ENSG00000185917	11861
FLJ10707	ENSG00000168137	11862
FLJ21148	ENSG00000103037	11863
KIAA1717	ENSG00000145391	11864
SET7	ENSG00000145391	11864
SET7/9	ENSG00000145391	11864
Set9	ENSG00000145391	11864
KMT7	ENSG00000145391	11864
C5orf35	ENSG00000155542	11865
MGC33648	ENSG00000155542	11865
KG1T	ENSG00000143379	11866
KIAA0067	ENSG00000143379	11866
ESET	ENSG00000143379	11866
KMT1E	ENSG00000143379	11866
TDRD21	ENSG00000143379	11866
C13orf4	ENSG00000136169	11867
CLLD8	ENSG00000136169	11867
CLLL8	ENSG00000136169	11867
KMT1F	ENSG00000136169	11867
metnase	ENSG00000170364	11868
SETP18	ENSG00000230667	11869
ALS4	ENSG00000107290	11870
SCAR1	ENSG00000107290	11870
KIAA0625	ENSG00000107290	11870
AOA2	ENSG00000107290	11870
Sen1	ENSG00000107290	11870
PSK-1	ENSG00000174938	11871
FLJ90517	ENSG00000174938	11871
ZNF162	ENSG00000168066	11872
ZFM1	ENSG00000168066	11872
ZCCHC25	ENSG00000168066	11872
SF3a120	ENSG00000099995	11873
SAP114	ENSG00000099995	11873
PRPF21	ENSG00000099995	11873
Prp21	ENSG00000099995	11873
SF3a66	ENSG00000104897	11874
SAP62	ENSG00000104897	11874
PRPF11	ENSG00000104897	11874
Prp11	ENSG00000104897	11874
SF3a60	ENSG00000183431	11875
SAP61	ENSG00000183431	11875
PRP9	ENSG00000183431	11875
PRPF9	ENSG00000183431	11875
SAP155	ENSG00000115524	11876
SF3b155	ENSG00000115524	11876
PRPF10	ENSG00000115524	11876
Prp10	ENSG00000115524	11876
Hsh155	ENSG00000115524	11876
SAP145	ENSG00000087365	11877
SF3b1	ENSG00000087365	11877
Cus1	ENSG00000087365	11877
SF3b145	ENSG00000087365	11877
SF3b130	ENSG00000189091	11878
RSE1	ENSG00000189091	11878
KIAA0017	ENSG00000189091	11878
SAP49	ENSG00000143368	11879
SF3b49	ENSG00000143368	11879
